"state","fire_year","total_fires","stat_cause_descr"
"WY",2001,6,"Powerline"
"WY",1995,6,"Powerline"
"WY",1996,5,"Powerline"
"WY",2002,8,"Powerline"
"WY",2015,7,"Powerline"
"LA",2014,34,"Powerline"
"ME",2015,26,"Powerline"
"NM",2014,20,"Powerline"
"NY",2001,54,"Powerline"
"NY",2005,93,"Powerline"
"NY",2002,49,"Powerline"
"NY",2009,48,"Powerline"
"NY",2008,88,"Powerline"
"NY",2007,68,"Powerline"
"NY",2006,71,"Powerline"
"NY",2011,52,"Powerline"
"NY",2000,56,"Powerline"
"NY",2003,58,"Powerline"
"NY",2004,50,"Powerline"
"SD",2000,25,"Powerline"
"UT",2009,15,"Powerline"
"UT",2010,28,"Powerline"
"VA",2011,117,"Powerline"
"VA",2014,81,"Powerline"
"SD",1996,10,"Powerline"
"SD",1997,7,"Powerline"
"WV",2009,52,"Powerline"
"WV",2010,55,"Powerline"
"WI",2000,67,"Powerline"
"WI",2002,53,"Powerline"
"WI",1998,131,"Powerline"
"WI",2001,80,"Powerline"
"WI",1999,69,"Powerline"
"TN",2012,40,"Structure"
"TN",2007,63,"Structure"
"TN",2009,44,"Structure"
"TN",2010,37,"Structure"
"AL",2014,30,"Structure"
"ID",2012,4,"Structure"
"AK",2011,4,"Structure"
"AK",1992,21,"Structure"
"AK",1996,28,"Structure"
"AK",2004,20,"Structure"
"AK",2000,23,"Structure"
"AK",2009,17,"Structure"
"AK",2005,17,"Structure"
"AK",1997,23,"Structure"
"AK",2003,17,"Structure"
"AK",1993,30,"Structure"
"AK",2007,20,"Structure"
"AK",1999,19,"Structure"
"AK",1998,13,"Structure"
"AK",1995,16,"Structure"
"AK",1994,18,"Structure"
"AK",2001,13,"Structure"
"AK",2006,10,"Structure"
"AK",2008,11,"Structure"
"AK",2010,11,"Structure"
"AK",2002,15,"Structure"
"AL",2012,20,"Structure"
"AL",2015,13,"Structure"
"AL",2013,14,"Structure"
"AL",2011,24,"Structure"
"AL",2010,42,"Structure"
"AL",2009,11,"Structure"
"AZ",1999,2,"Structure"
"AZ",2013,1,"Structure"
"AZ",2005,7,"Structure"
"AZ",2002,7,"Structure"
"AZ",1992,1,"Structure"
"CA",2004,5,"Structure"
"AZ",2011,4,"Structure"
"NM",2003,1,"Structure"
"CA",1994,4,"Structure"
"CA",1992,8,"Structure"
"CA",2014,20,"Structure"
"CA",2011,6,"Structure"
"CA",2005,5,"Structure"
"CA",2012,10,"Structure"
"CA",2003,3,"Structure"
"CA",2009,5,"Structure"
"CA",2001,2,"Structure"
"CA",1996,4,"Structure"
"CA",1993,3,"Structure"
"CA",1995,8,"Structure"
"NV",1993,1,"Structure"
"CO",2008,12,"Structure"
"FL",2002,1,"Structure"
"FL",2004,2,"Structure"
"FL",2010,20,"Structure"
"FL",2013,23,"Structure"
"FL",2014,11,"Structure"
"FL",2011,30,"Structure"
"FL",2012,31,"Structure"
"FL",2015,12,"Structure"
"ID",2002,3,"Structure"
"ID",2005,4,"Structure"
"ID",2014,1,"Structure"
"IL",2015,1,"Structure"
"IN",1999,1,"Structure"
"KS",2015,65,"Structure"
"LA",2012,13,"Structure"
"LA",2013,18,"Structure"
"MA",2015,1,"Structure"
"MI",2013,4,"Structure"
"MI",2014,8,"Structure"
"MI",2010,7,"Structure"
"MN",2013,6,"Structure"
"MN",2014,4,"Structure"
"MN",2012,12,"Structure"
"MN",2011,12,"Structure"
"MN",2015,12,"Structure"
"MN",2010,11,"Structure"
"MN",1995,2,"Structure"
"MT",2006,5,"Structure"
"MT",2014,5,"Structure"
"MT",2015,13,"Structure"
"MT",1999,4,"Structure"
"MT",2010,3,"Structure"
"MT",2012,10,"Structure"
"MT",2011,1,"Structure"
"MT",2004,4,"Structure"
"MT",2000,1,"Structure"
"NC",1997,1,"Structure"
"NC",2015,9,"Structure"
"ND",2015,15,"Structure"
"ND",1999,4,"Structure"
"ND",2005,4,"Structure"
"SD",2002,64,"Structure"
"SD",2006,38,"Structure"
"SD",2014,24,"Structure"
"SD",2011,23,"Structure"
"SD",2013,16,"Structure"
"ND",1996,1,"Structure"
"ND",2004,11,"Structure"
"ND",2010,3,"Structure"
"ND",2011,6,"Structure"
"ND",2012,3,"Structure"
"ND",2003,5,"Structure"
"ND",2008,4,"Structure"
"NH",2001,3,"Structure"
"NJ",2009,5,"Structure"
"NM",2009,4,"Structure"
"NM",1994,6,"Structure"
"NM",2013,4,"Structure"
"NM",2011,7,"Structure"
"NM",2010,3,"Structure"
"NM",2000,2,"Structure"
"NM",1996,3,"Structure"
"NV",2005,3,"Structure"
"NV",1997,2,"Structure"
"NV",2004,3,"Structure"
"NY",2013,14,"Structure"
"NY",2010,6,"Structure"
"OK",2015,2,"Structure"
"OK",2007,6,"Structure"
"OK",1998,1,"Structure"
"OK",2010,3,"Structure"
"OR",2004,2,"Structure"
"OR",2015,10,"Structure"
"OR",2014,10,"Structure"
"OR",2013,9,"Structure"
"OR",2012,21,"Structure"
"OR",2002,3,"Structure"
"OR",2006,5,"Structure"
"OR",1998,1,"Structure"
"OR",2007,3,"Structure"
"OR",2005,1,"Structure"
"PA",2015,5,"Structure"
"RI",2015,3,"Structure"
"SC",2012,39,"Structure"
"SC",2015,26,"Structure"
"SC",2014,43,"Structure"
"SC",2013,23,"Structure"
"SC",2011,30,"Structure"
"SD",2001,60,"Structure"
"SD",1994,10,"Structure"
"SD",1998,40,"Structure"
"SD",2000,50,"Structure"
"SD",2004,56,"Structure"
"SD",2008,24,"Structure"
"SD",2005,59,"Structure"
"SD",1999,39,"Structure"
"SD",1997,34,"Structure"
"SD",2003,51,"Structure"
"SD",1995,37,"Structure"
"SD",1996,33,"Structure"
"SD",2010,19,"Structure"
"SD",2009,13,"Structure"
"SD",2012,23,"Structure"
"SD",2015,14,"Structure"
"SD",2007,20,"Structure"
"TN",2011,33,"Structure"
"TN",2015,16,"Structure"
"TN",2005,42,"Structure"
"TN",2013,18,"Structure"
"TN",2014,26,"Structure"
"TX",2002,2,"Structure"
"UT",1999,1,"Structure"
"VA",2013,19,"Structure"
"VA",2012,13,"Structure"
"VA",2010,12,"Structure"
"WA",2008,22,"Structure"
"WA",2015,22,"Structure"
"WA",2012,14,"Structure"
"WA",2009,17,"Structure"
"WA",2013,6,"Structure"
"WA",2014,14,"Structure"
"WA",2005,1,"Structure"
"WI",2012,34,"Structure"
"WI",2014,12,"Structure"
"WI",2009,24,"Structure"
"WI",2011,13,"Structure"
"WI",2013,17,"Structure"
"WI",2002,31,"Structure"
"WI",2015,21,"Structure"
"WV",2001,21,"Structure"
"WV",1998,19,"Structure"
"WV",2014,20,"Structure"
"WV",2012,24,"Structure"
"WV",2000,21,"Structure"
"WV",2005,9,"Structure"
"WV",1999,25,"Structure"
"WV",1993,9,"Structure"
"WV",1997,10,"Structure"
"WV",2003,10,"Structure"
"WV",1996,4,"Structure"
"WV",1995,20,"Structure"
"WV",2002,15,"Structure"
"WV",2004,11,"Structure"
"WV",1994,9,"Structure"
"WV",2015,11,"Structure"
"WV",2007,23,"Structure"
"WY",2009,1,"Structure"
"WY",2012,4,"Structure"
"LA",2014,9,"Structure"
"ME",2015,15,"Structure"
"NM",2015,3,"Structure"
"NM",2014,6,"Structure"
"NY",2009,8,"Structure"
"NY",2006,10,"Structure"
"NY",2012,10,"Structure"
"NY",2005,8,"Structure"
"NY",2003,18,"Structure"
"NY",2002,14,"Structure"
"NY",2007,4,"Structure"
"NY",2001,5,"Structure"
"NY",2004,14,"Structure"
"UT",2010,8,"Structure"
"UT",2011,7,"Structure"
"VA",2014,18,"Structure"
"VA",2015,18,"Structure"
"VA",2011,14,"Structure"
"IN",2004,3,"Structure"
"TX",2015,4,"Structure"
"WI",2010,26,"Structure"
"WA",2010,17,"Structure"
"WV",2010,19,"Structure"
"WV",2009,24,"Structure"
"WI",1999,28,"Structure"
"WI",1998,30,"Structure"
"WI",2001,30,"Structure"
"WI",2000,27,"Structure"
"WI",1997,32,"Structure"
"NM",2012,95,"Equipment Use"
"NM",2013,52,"Equipment Use"
"CO",2013,165,"Equipment Use"
"AR",2012,233,"Equipment Use"
"TN",2007,174,"Equipment Use"
"TN",2009,65,"Equipment Use"
"TN",2012,73,"Equipment Use"
"TN",2010,153,"Equipment Use"
"MT",1997,38,"Equipment Use"
"MT",1992,30,"Equipment Use"
"MT",1999,42,"Equipment Use"
"MT",2004,44,"Equipment Use"
"MT",1998,39,"Equipment Use"
"MT",2007,102,"Equipment Use"
"ID",2005,88,"Equipment Use"
"ID",2004,41,"Equipment Use"
"ID",1996,61,"Equipment Use"
"ID",2012,95,"Equipment Use"
"ID",1992,55,"Equipment Use"
"ID",2008,57,"Equipment Use"
"ID",2015,78,"Equipment Use"
"ID",1998,40,"Equipment Use"
"ID",2006,99,"Equipment Use"
"ID",2001,104,"Equipment Use"
"ND",1999,16,"Equipment Use"
"MT",2015,106,"Equipment Use"
"MT",2005,67,"Equipment Use"
"MT",1996,77,"Equipment Use"
"MT",2008,81,"Equipment Use"
"MT",2013,67,"Equipment Use"
"MT",2001,60,"Equipment Use"
"MT",2009,50,"Equipment Use"
"MT",2011,53,"Equipment Use"
"MT",2010,48,"Equipment Use"
"MT",2006,87,"Equipment Use"
"MT",2012,92,"Equipment Use"
"MT",2014,70,"Equipment Use"
"ID",2002,50,"Equipment Use"
"ID",1994,47,"Equipment Use"
"ID",2010,57,"Equipment Use"
"ID",2003,70,"Equipment Use"
"ND",2008,43,"Equipment Use"
"ND",2015,100,"Equipment Use"
"ND",2013,44,"Equipment Use"
"ND",2007,38,"Equipment Use"
"ND",2014,21,"Equipment Use"
"ND",2004,20,"Equipment Use"
"ND",2000,21,"Equipment Use"
"ND",2012,85,"Equipment Use"
"SD",2007,205,"Equipment Use"
"ND",2003,26,"Equipment Use"
"WY",1995,9,"Equipment Use"
"WY",2014,45,"Equipment Use"
"WY",1996,15,"Equipment Use"
"SD",2013,60,"Equipment Use"
"SD",2011,130,"Equipment Use"
"SD",2012,189,"Equipment Use"
"SD",2001,210,"Equipment Use"
"SD",1992,76,"Equipment Use"
"CO",2000,10,"Equipment Use"
"CO",2002,13,"Equipment Use"
"CO",1993,35,"Equipment Use"
"WY",1999,11,"Equipment Use"
"WY",2006,33,"Equipment Use"
"SD",2008,131,"Equipment Use"
"SD",1993,83,"Equipment Use"
"NE",2010,148,"Equipment Use"
"SD",2014,101,"Equipment Use"
"NE",2001,11,"Equipment Use"
"SD",1996,100,"Equipment Use"
"CO",2005,16,"Equipment Use"
"CO",2011,13,"Equipment Use"
"CO",2006,17,"Equipment Use"
"KS",1995,4,"Equipment Use"
"KS",2010,3,"Equipment Use"
"CO",1992,19,"Equipment Use"
"KS",2011,6,"Equipment Use"
"CO",1997,11,"Equipment Use"
"KS",2005,14,"Equipment Use"
"KS",1997,4,"Equipment Use"
"CO",2012,19,"Equipment Use"
"CO",1996,11,"Equipment Use"
"CO",1999,15,"Equipment Use"
"WY",2005,35,"Equipment Use"
"WY",2010,45,"Equipment Use"
"CO",2001,9,"Equipment Use"
"AZ",1993,152,"Equipment Use"
"AZ",2014,86,"Equipment Use"
"AZ",1992,112,"Equipment Use"
"AZ",2008,122,"Equipment Use"
"AZ",2009,120,"Equipment Use"
"AZ",1995,166,"Equipment Use"
"NM",1995,23,"Equipment Use"
"TX",2013,1002,"Equipment Use"
"NM",2011,266,"Equipment Use"
"OK",2008,128,"Equipment Use"
"OK",2014,89,"Equipment Use"
"OK",2006,146,"Equipment Use"
"NM",2002,60,"Equipment Use"
"NM",2006,53,"Equipment Use"
"OK",2007,44,"Equipment Use"
"NM",2014,108,"Equipment Use"
"NM",1994,26,"Equipment Use"
"AZ",2000,115,"Equipment Use"
"AZ",1997,55,"Equipment Use"
"AZ",2011,66,"Equipment Use"
"AZ",2007,89,"Equipment Use"
"AZ",1994,170,"Equipment Use"
"AZ",2013,53,"Equipment Use"
"AZ",1999,94,"Equipment Use"
"AZ",1996,129,"Equipment Use"
"AZ",2015,67,"Equipment Use"
"AZ",2012,82,"Equipment Use"
"AZ",2001,129,"Equipment Use"
"AZ",2010,84,"Equipment Use"
"NM",2001,46,"Equipment Use"
"NM",2000,94,"Equipment Use"
"NM",1992,21,"Equipment Use"
"NM",2010,32,"Equipment Use"
"NM",2005,41,"Equipment Use"
"NM",1993,18,"Equipment Use"
"NM",1999,45,"Equipment Use"
"NM",2004,27,"Equipment Use"
"NM",1997,12,"Equipment Use"
"AZ",2002,136,"Equipment Use"
"AZ",1998,52,"Equipment Use"
"AZ",2006,89,"Equipment Use"
"AZ",2003,99,"Equipment Use"
"AZ",2004,110,"Equipment Use"
"NM",2007,95,"Equipment Use"
"AZ",2005,96,"Equipment Use"
"WY",1997,9,"Equipment Use"
"WY",2007,14,"Equipment Use"
"ID",1999,80,"Equipment Use"
"UT",2000,21,"Equipment Use"
"UT",2006,19,"Equipment Use"
"NV",2001,43,"Equipment Use"
"NV",1993,20,"Equipment Use"
"NV",1992,20,"Equipment Use"
"NV",2002,28,"Equipment Use"
"UT",2012,117,"Equipment Use"
"ID",2011,72,"Equipment Use"
"ID",2000,81,"Equipment Use"
"ID",2013,155,"Equipment Use"
"ID",2007,76,"Equipment Use"
"ID",2014,196,"Equipment Use"
"UT",2005,31,"Equipment Use"
"WY",2004,17,"Equipment Use"
"NV",2015,28,"Equipment Use"
"NV",1994,32,"Equipment Use"
"CA",2005,2052,"Equipment Use"
"NV",2012,51,"Equipment Use"
"CA",2006,2061,"Equipment Use"
"CA",1994,2091,"Equipment Use"
"NV",1995,39,"Equipment Use"
"NV",2010,20,"Equipment Use"
"NV",2007,40,"Equipment Use"
"CA",2003,2038,"Equipment Use"
"CA",2014,548,"Equipment Use"
"NV",1998,33,"Equipment Use"
"UT",2001,23,"Equipment Use"
"UT",1994,16,"Equipment Use"
"UT",2004,16,"Equipment Use"
"UT",1997,17,"Equipment Use"
"UT",2003,12,"Equipment Use"
"UT",1993,18,"Equipment Use"
"UT",1999,21,"Equipment Use"
"UT",2007,33,"Equipment Use"
"UT",1992,14,"Equipment Use"
"CA",2010,887,"Equipment Use"
"CA",2007,1664,"Equipment Use"
"CA",2011,1188,"Equipment Use"
"CA",2015,536,"Equipment Use"
"CA",2009,1065,"Equipment Use"
"CA",2002,1966,"Equipment Use"
"CA",1996,2335,"Equipment Use"
"CA",2012,738,"Equipment Use"
"CA",2004,2211,"Equipment Use"
"CA",1993,2177,"Equipment Use"
"CA",1999,1978,"Equipment Use"
"CA",2001,2076,"Equipment Use"
"CA",2013,738,"Equipment Use"
"CA",1998,1796,"Equipment Use"
"CA",2008,1191,"Equipment Use"
"CA",1992,2323,"Equipment Use"
"CA",1997,2027,"Equipment Use"
"CA",1995,1976,"Equipment Use"
"CA",2000,1745,"Equipment Use"
"OR",2003,259,"Equipment Use"
"OR",2008,228,"Equipment Use"
"OR",2012,121,"Equipment Use"
"OR",1993,168,"Equipment Use"
"OR",2006,247,"Equipment Use"
"OR",2000,220,"Equipment Use"
"OR",2013,146,"Equipment Use"
"OR",2015,225,"Equipment Use"
"OR",2001,220,"Equipment Use"
"WA",2009,32,"Equipment Use"
"WA",2003,28,"Equipment Use"
"WA",1996,30,"Equipment Use"
"WA",1997,21,"Equipment Use"
"WA",2012,53,"Equipment Use"
"WA",1994,27,"Equipment Use"
"WA",1999,33,"Equipment Use"
"OR",1999,225,"Equipment Use"
"OR",1992,233,"Equipment Use"
"WA",2002,27,"Equipment Use"
"WA",2011,46,"Equipment Use"
"WA",1993,25,"Equipment Use"
"OR",2014,182,"Equipment Use"
"OR",1994,229,"Equipment Use"
"WA",1992,24,"Equipment Use"
"WA",2000,37,"Equipment Use"
"OR",2004,194,"Equipment Use"
"OR",1996,214,"Equipment Use"
"OR",2007,235,"Equipment Use"
"WA",2010,23,"Equipment Use"
"WA",2005,45,"Equipment Use"
"WA",2013,36,"Equipment Use"
"WA",2001,27,"Equipment Use"
"WA",2015,85,"Equipment Use"
"WA",1995,22,"Equipment Use"
"OR",1997,130,"Equipment Use"
"OR",2011,157,"Equipment Use"
"OR",1998,182,"Equipment Use"
"OR",2010,156,"Equipment Use"
"OR",2009,121,"Equipment Use"
"AL",2005,115,"Equipment Use"
"AL",2007,228,"Equipment Use"
"AL",1997,160,"Equipment Use"
"AL",2008,138,"Equipment Use"
"AL",2001,192,"Equipment Use"
"KY",2006,1,"Equipment Use"
"KY",2005,2,"Equipment Use"
"KY",2010,22,"Equipment Use"
"GA",1998,859,"Equipment Use"
"GA",1992,535,"Equipment Use"
"TN",1998,83,"Equipment Use"
"FL",2009,260,"Equipment Use"
"FL",2007,331,"Equipment Use"
"FL",2011,323,"Equipment Use"
"FL",2010,197,"Equipment Use"
"FL",2008,209,"Equipment Use"
"FL",2000,1227,"Equipment Use"
"FL",2004,208,"Equipment Use"
"FL",2006,413,"Equipment Use"
"FL",2012,231,"Equipment Use"
"FL",1995,716,"Equipment Use"
"FL",2001,969,"Equipment Use"
"FL",1997,963,"Equipment Use"
"FL",2005,187,"Equipment Use"
"FL",1992,938,"Equipment Use"
"FL",1996,935,"Equipment Use"
"LA",2005,51,"Equipment Use"
"LA",2010,366,"Equipment Use"
"LA",1999,46,"Equipment Use"
"LA",2006,57,"Equipment Use"
"LA",2008,29,"Equipment Use"
"LA",1996,5,"Equipment Use"
"LA",2004,8,"Equipment Use"
"LA",1997,16,"Equipment Use"
"LA",2002,40,"Equipment Use"
"LA",2015,4,"Equipment Use"
"LA",2003,12,"Equipment Use"
"LA",2001,19,"Equipment Use"
"LA",2007,3,"Equipment Use"
"MS",1996,71,"Equipment Use"
"MS",2007,42,"Equipment Use"
"MS",1995,79,"Equipment Use"
"MS",2000,110,"Equipment Use"
"MS",1997,50,"Equipment Use"
"MS",1999,120,"Equipment Use"
"MS",2006,113,"Equipment Use"
"MS",2008,12,"Equipment Use"
"MS",2002,52,"Equipment Use"
"VA",2007,165,"Equipment Use"
"VA",1995,89,"Equipment Use"
"AR",2015,139,"Equipment Use"
"AR",2003,93,"Equipment Use"
"OK",2009,132,"Equipment Use"
"AR",1999,174,"Equipment Use"
"AR",2011,198,"Equipment Use"
"AR",2001,70,"Equipment Use"
"AR",1998,87,"Equipment Use"
"AR",2002,52,"Equipment Use"
"OK",2002,52,"Equipment Use"
"AR",2005,170,"Equipment Use"
"OK",1996,17,"Equipment Use"
"OK",1997,29,"Equipment Use"
"AR",1996,4,"Equipment Use"
"AR",2006,169,"Equipment Use"
"AR",2008,65,"Equipment Use"
"NC",1999,253,"Equipment Use"
"NC",1994,368,"Equipment Use"
"NC",2013,341,"Equipment Use"
"NC",2011,9,"Equipment Use"
"NC",2006,396,"Equipment Use"
"NC",2003,202,"Equipment Use"
"NC",2009,279,"Equipment Use"
"NC",1993,353,"Equipment Use"
"NC",1992,382,"Equipment Use"
"NC",2014,455,"Equipment Use"
"NC",2008,13,"Equipment Use"
"NC",2002,468,"Equipment Use"
"NC",2012,385,"Equipment Use"
"SC",2011,266,"Equipment Use"
"SC",2015,89,"Equipment Use"
"SC",2012,109,"Equipment Use"
"SC",2001,376,"Equipment Use"
"SC",2007,376,"Equipment Use"
"SC",2004,159,"Equipment Use"
"SC",1999,281,"Equipment Use"
"SC",2013,125,"Equipment Use"
"SC",1996,10,"Equipment Use"
"SC",2002,285,"Equipment Use"
"SC",1997,65,"Equipment Use"
"SC",2000,306,"Equipment Use"
"SC",2010,202,"Equipment Use"
"SC",2014,125,"Equipment Use"
"TX",2012,849,"Equipment Use"
"TX",1996,103,"Equipment Use"
"TX",2009,1706,"Equipment Use"
"TX",1998,133,"Equipment Use"
"TX",1999,93,"Equipment Use"
"TX",1993,63,"Equipment Use"
"TX",2008,2476,"Equipment Use"
"TX",2006,1904,"Equipment Use"
"TX",2005,659,"Equipment Use"
"TX",1995,57,"Equipment Use"
"TX",2010,1239,"Equipment Use"
"SC",2006,208,"Equipment Use"
"SC",2003,120,"Equipment Use"
"SC",1994,9,"Equipment Use"
"SC",2005,211,"Equipment Use"
"KY",2012,10,"Equipment Use"
"KY",2007,22,"Equipment Use"
"WI",1994,456,"Equipment Use"
"WI",1998,233,"Equipment Use"
"WI",1992,295,"Equipment Use"
"WI",1999,279,"Equipment Use"
"MN",1995,87,"Equipment Use"
"MN",2012,221,"Equipment Use"
"MN",2004,113,"Equipment Use"
"MN",2000,226,"Equipment Use"
"MI",1997,6,"Equipment Use"
"MI",1999,10,"Equipment Use"
"MI",1994,73,"Equipment Use"
"MI",2010,47,"Equipment Use"
"MI",2009,68,"Equipment Use"
"MI",2000,5,"Equipment Use"
"MI",2013,12,"Equipment Use"
"MI",2012,60,"Equipment Use"
"MI",2001,16,"Equipment Use"
"MI",2004,61,"Equipment Use"
"MI",2003,101,"Equipment Use"
"MI",2007,67,"Equipment Use"
"MI",1998,9,"Equipment Use"
"MI",2005,76,"Equipment Use"
"MO",1999,62,"Equipment Use"
"MO",1995,62,"Equipment Use"
"MO",2012,12,"Equipment Use"
"MO",2000,55,"Equipment Use"
"MO",2005,14,"Equipment Use"
"MO",2001,27,"Equipment Use"
"MO",1998,10,"Equipment Use"
"MO",1992,32,"Equipment Use"
"MO",1996,28,"Equipment Use"
"MO",2002,20,"Equipment Use"
"WI",1993,191,"Equipment Use"
"IL",2012,9,"Equipment Use"
"MN",2013,98,"Equipment Use"
"MN",2010,156,"Equipment Use"
"MN",1997,113,"Equipment Use"
"MN",1994,80,"Equipment Use"
"MN",2008,78,"Equipment Use"
"MN",1996,94,"Equipment Use"
"MN",2015,169,"Equipment Use"
"MI",2011,8,"Equipment Use"
"MI",1996,41,"Equipment Use"
"MI",1995,73,"Equipment Use"
"MI",1992,64,"Equipment Use"
"MI",2015,51,"Equipment Use"
"IN",2012,5,"Equipment Use"
"IN",1993,5,"Equipment Use"
"IN",2000,3,"Equipment Use"
"IN",2009,3,"Equipment Use"
"IN",2001,9,"Equipment Use"
"IN",2003,6,"Equipment Use"
"IN",2010,5,"Equipment Use"
"IN",2002,7,"Equipment Use"
"WI",2004,144,"Equipment Use"
"WI",2015,200,"Equipment Use"
"WI",2005,286,"Equipment Use"
"WI",2010,213,"Equipment Use"
"WI",2008,34,"Equipment Use"
"WI",2009,274,"Equipment Use"
"WI",2006,303,"Equipment Use"
"WI",2011,148,"Equipment Use"
"OH",2007,14,"Equipment Use"
"OH",2015,24,"Equipment Use"
"OH",2001,2,"Equipment Use"
"OH",2013,12,"Equipment Use"
"OH",1997,6,"Equipment Use"
"OH",2008,5,"Equipment Use"
"OH",2014,17,"Equipment Use"
"OH",1995,4,"Equipment Use"
"IL",2011,10,"Equipment Use"
"IL",2007,12,"Equipment Use"
"PA",1996,4,"Equipment Use"
"PA",2009,60,"Equipment Use"
"PA",1993,1,"Equipment Use"
"PA",2014,84,"Equipment Use"
"PA",2012,89,"Equipment Use"
"VT",1997,1,"Equipment Use"
"WV",2002,117,"Equipment Use"
"NH",2015,6,"Equipment Use"
"AK",2015,2,"Equipment Use"
"AK",2001,18,"Equipment Use"
"AK",2009,17,"Equipment Use"
"AK",2000,13,"Equipment Use"
"AK",1993,20,"Equipment Use"
"ND",2011,29,"Equipment Use"
"AK",2010,19,"Equipment Use"
"AK",2005,14,"Equipment Use"
"AK",1992,9,"Equipment Use"
"AK",2008,6,"Equipment Use"
"AK",1996,30,"Equipment Use"
"AK",2004,19,"Equipment Use"
"AK",2006,10,"Equipment Use"
"AK",1999,16,"Equipment Use"
"AK",2013,30,"Equipment Use"
"AK",1998,12,"Equipment Use"
"AK",2003,22,"Equipment Use"
"AK",1995,9,"Equipment Use"
"AK",2012,18,"Equipment Use"
"AK",2011,23,"Equipment Use"
"AK",2002,21,"Equipment Use"
"AK",1997,19,"Equipment Use"
"AK",2007,5,"Equipment Use"
"AL",2013,73,"Equipment Use"
"AL",2012,70,"Equipment Use"
"AL",2015,113,"Equipment Use"
"AL",2014,77,"Equipment Use"
"AL",2011,94,"Equipment Use"
"AL",1996,30,"Equipment Use"
"AL",1995,47,"Equipment Use"
"AL",1994,33,"Equipment Use"
"AL",2006,245,"Equipment Use"
"AL",2010,188,"Equipment Use"
"AL",2004,134,"Equipment Use"
"AL",2003,113,"Equipment Use"
"AL",2009,75,"Equipment Use"
"AL",1993,3,"Equipment Use"
"AR",2010,188,"Equipment Use"
"AR",2009,57,"Equipment Use"
"AR",2014,72,"Equipment Use"
"AR",2007,106,"Equipment Use"
"NM",2008,12,"Equipment Use"
"NV",2006,42,"Equipment Use"
"CO",1994,41,"Equipment Use"
"CO",1995,44,"Equipment Use"
"CO",2010,11,"Equipment Use"
"CO",2008,29,"Equipment Use"
"CO",2009,14,"Equipment Use"
"CO",2007,9,"Equipment Use"
"CO",1998,12,"Equipment Use"
"CO",2015,11,"Equipment Use"
"CO",2004,8,"Equipment Use"
"CT",2008,8,"Equipment Use"
"CT",2015,2,"Equipment Use"
"CT",2005,8,"Equipment Use"
"CT",1994,10,"Equipment Use"
"CT",1997,3,"Equipment Use"
"CT",2001,2,"Equipment Use"
"CT",2011,2,"Equipment Use"
"MD",2009,2,"Equipment Use"
"DE",2012,2,"Equipment Use"
"DE",2015,4,"Equipment Use"
"FL",1993,963,"Equipment Use"
"FL",2003,173,"Equipment Use"
"FL",2015,155,"Equipment Use"
"FL",2013,142,"Equipment Use"
"FL",2014,126,"Equipment Use"
"FL",1999,1044,"Equipment Use"
"FL",2002,441,"Equipment Use"
"FL",1998,945,"Equipment Use"
"FL",1994,755,"Equipment Use"
"GA",1997,782,"Equipment Use"
"GA",1996,906,"Equipment Use"
"GA",1995,787,"Equipment Use"
"GA",1993,781,"Equipment Use"
"GA",1994,495,"Equipment Use"
"GA",2006,1399,"Equipment Use"
"IA",2012,60,"Equipment Use"
"IA",2013,20,"Equipment Use"
"IA",2014,31,"Equipment Use"
"IA",2015,49,"Equipment Use"
"IA",2003,3,"Equipment Use"
"ID",1997,31,"Equipment Use"
"ID",1995,49,"Equipment Use"
"ID",1993,16,"Equipment Use"
"ID",2009,76,"Equipment Use"
"IL",1997,2,"Equipment Use"
"IL",1994,1,"Equipment Use"
"IL",2010,11,"Equipment Use"
"IL",2009,8,"Equipment Use"
"IL",2014,9,"Equipment Use"
"IL",2006,7,"Equipment Use"
"IN",1994,3,"Equipment Use"
"IN",2007,8,"Equipment Use"
"IN",1999,12,"Equipment Use"
"IN",1996,6,"Equipment Use"
"IN",1998,3,"Equipment Use"
"KS",2013,1,"Equipment Use"
"KS",2008,12,"Equipment Use"
"KS",2007,13,"Equipment Use"
"KS",2012,7,"Equipment Use"
"KS",2006,34,"Equipment Use"
"KS",2003,11,"Equipment Use"
"KS",2015,465,"Equipment Use"
"VA",2014,87,"Equipment Use"
"KY",2014,15,"Equipment Use"
"KY",2008,16,"Equipment Use"
"KY",2009,6,"Equipment Use"
"KY",2011,6,"Equipment Use"
"KY",2002,13,"Equipment Use"
"KY",2015,8,"Equipment Use"
"LA",2012,30,"Equipment Use"
"LA",2013,21,"Equipment Use"
"LA",1998,48,"Equipment Use"
"MA",1995,2,"Equipment Use"
"MA",2015,224,"Equipment Use"
"MD",2012,16,"Equipment Use"
"MD",2001,2,"Equipment Use"
"MD",2011,14,"Equipment Use"
"MD",2015,12,"Equipment Use"
"MD",2013,14,"Equipment Use"
"ME",2004,3,"Equipment Use"
"ME",2002,1,"Equipment Use"
"ME",1993,66,"Equipment Use"
"ME",2003,74,"Equipment Use"
"ME",2007,90,"Equipment Use"
"ME",2005,56,"Equipment Use"
"ME",1992,70,"Equipment Use"
"ME",1999,2,"Equipment Use"
"ME",2006,1,"Equipment Use"
"MI",2006,72,"Equipment Use"
"MI",2014,28,"Equipment Use"
"MI",1993,30,"Equipment Use"
"MI",2008,59,"Equipment Use"
"MN",1998,150,"Equipment Use"
